Product Name,Price,Discount,Rating
"Apple 2023 MacBook Pro (14-inch, Apple M3 Max chip with 14‑core CPU and 30‑core GPU, 36GB Unified Memory, 1TB) - Space Black","53,499.00",-26%,5.0 out of 5 stars
